Num,Acct,Acct1,Type,Date,Num,Name,Memo,Split,Debit,Credit
3947,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,02/27/2018,71052,Baker's Professional Lighting:Store #15,Tapestry (8/60 watt)  Faux Alabaster Glass,Accounts Receivable,75.00,
3948,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,02/27/2018,71052,Baker's Professional Lighting:Store #15,Drop Opal w/Solid Oak Frame 49 1/2 x 17 120v HPF,Accounts Receivable,60.00,
3949,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,02/27/2018,71052,Baker's Professional Lighting:Store #15,Fluorescent Lamp T-5 Bipin,Accounts Receivable,2.70,
3950,Purchases  (Cost of Goods),Total Direct Labor - Other,Bill,03/09/2018,R909878,Paulsen's Lighting,In bound shipments,Accounts Payable,150.00,
3951,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/11/2018,71048,Baker's Professional Lighting:Store #20,Die Cast Lanterns Black 1-100 watt Medium Base Clear Cracked Glass,Accounts Receivable,190.00,
3952,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/11/2018,71048,Baker's Professional Lighting:Store #20,Polished Brass Pendant 1-100 watt Medium Base Clear Ribbed Glass,Accounts Receivable,224.00,
3953,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/11/2018,71048,Baker's Professional Lighting:Store #20,Golden Umber (100 watt)  Six Light Chandelier,Accounts Receivable,170.00,
3954,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/11/2018,71048,Baker's Professional Lighting:Store #20,Pendant Bar Cobblestone 50lbs. max,Accounts Receivable,11.37,
3955,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/11/2018,71048,Baker's Professional Lighting:Store #20,Broadway Collection Polished Brass 6 Light (60 watt max),Accounts Receivable,90.00,
3956,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/11/2018,71048,Baker's Professional Lighting:Store #20,Black Finish Solid Brass Clear Glass Hanging 2-60 watt max.,Accounts Receivable,19.19,
3957,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/11/2018,71048,Baker's Professional Lighting:Store #20,Cand. Light 20 watts (8 pack),Accounts Receivable,12.00,
3958,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/11/2018,71048,Baker's Professional Lighting:Store #20,Specialty Bulbs 100 watt (6 pack),Accounts Receivable,4.75,
3959,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/12/2018,71049,Lavery Lighting & Design:Store #JL-06,Tapestry (2-60 watt Med) Etched Cracked Glass Finish 10,Accounts Receivable,75.00,
3960,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/12/2018,71049,Lavery Lighting & Design:Store #JL-06,Frosted Taupe (3/60 watt)  Marble Glass  ,Accounts Receivable,535.26,
3961,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/12/2018,71049,Lavery Lighting & Design:Store #JL-06,Brushed Nickel (3-60 watt Med) Ribbed Glass,Accounts Receivable,120.00,
3962,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/12/2018,71049,Lavery Lighting & Design:Store #JL-06,Vianne Lanterns Satin Antiqued Solid Brass 3-light wall latern Candelabra base (60 watt max),Accounts Receivable,481.43,
3963,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/12/2018,71049,Lavery Lighting & Design:Store #JL-06,Athena Collection Pendant Textured White Med. Base 100 watt max.,Accounts Receivable,360.00,
3964,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/12/2018,71049,Lavery Lighting & Design:Store #JL-06,Pendant Bar Textured White 50lbs max,Accounts Receivable,40.00,
3965,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/12/2018,71049,Lavery Lighting & Design:Store #JL-06,Sunset Clear Glass 1-100 watt max.,Accounts Receivable,105.00,
3966,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/12/2018,71049,Lavery Lighting & Design:Store #JL-06,Specialty Stage & Studio Bulbs  60 watt,Accounts Receivable,37.50,
3967,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/12/2018,71049,Lavery Lighting & Design:Store #JL-06,Specialty Bulbs 100 watt (6 pack),Accounts Receivable,9.50,
3968,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/15/2018,71056,Miscellaneous - Retail:Mr. Fred Kaseman,Die Cast Lanterns Black 1-100 watt Medium Base Clear Cracked Glass,Accounts Receivable,190.00,
3969,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/15/2018,71056,Miscellaneous - Retail:Mr. Fred Kaseman,Black Finish Solid Brass Hanging w/Clear Glass (2x60watt max),Accounts Receivable,120.00,
3970,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/15/2018,71056,Miscellaneous - Retail:Mr. Fred Kaseman,Verona Collection Pendant Cobblestone Etched Alabaster Glass 150 watt max,Accounts Receivable,280.00,
3971,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/15/2018,71056,Miscellaneous - Retail:Mr. Fred Kaseman,Pendant Bar Cobblestone 50lbs. max,Accounts Receivable,45.48,
3972,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/15/2018,71056,Miscellaneous - Retail:Mr. Fred Kaseman,Frosted Taupe (3/60 watt)  Marble Glass  ,Accounts Receivable,178.42,
3973,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/15/2018,71056,Miscellaneous - Retail:Mr. Fred Kaseman,Broadway Collection Polished Brass 6 Light (60 watt max),Accounts Receivable,90.00,
3974,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/26/2018,71065,Godwin Lighting Depot:Store #303,Vianne Lanterns Satin Antiqued Solid Brass 3-light wall latern Candelabra base (60 watt max),Accounts Receivable,192.57,
3975,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/26/2018,71065,Godwin Lighting Depot:Store #303,Renaissance Collection (100 watt max) Millstone Finish One-light,Accounts Receivable,131.82,
3976,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/26/2018,71065,Godwin Lighting Depot:Store #303,Drop Opal w/Solid Oak Frame 49 1/2 x 17 120v HPF,Accounts Receivable,40.00,
3977,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/26/2018,71065,Godwin Lighting Depot:Store #303,Beveled Mirror Etched Ribbed Glass (75 watt max),Accounts Receivable,72.38,
3978,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/26/2018,71065,Godwin Lighting Depot:Store #303,Chestnut (3/60 watt)  Marble Glass,Accounts Receivable,195.56,
3979,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/26/2018,71065,Godwin Lighting Depot:Store #303,2032 Series (3-60 watt Med) Desert Stone Finish,Accounts Receivable,60.00,
3980,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/26/2018,71065,Godwin Lighting Depot:Store #303,Pearl Nickle 5 Light Medium Base (100 watt max),Accounts Receivable,80.00,
3981,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/26/2018,71065,Godwin Lighting Depot:Store #303,Verona Collection Pendant Cobblestone Etched Alabaster Glass 150 watt max,Accounts Receivable,280.00,
3982,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/26/2018,71065,Godwin Lighting Depot:Store #303,Pendant Bar Cobblestone 50lbs. max,Accounts Receivable,45.48,
3983,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/26/2018,71065,Godwin Lighting Depot:Store #303,Cand. Light 20 watts (8 pack),Accounts Receivable,36.00,
3984,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/26/2018,71065,Godwin Lighting Depot:Store #303,Fluorescent Lamp T-12 Medium Bipin  (30pack),Accounts Receivable,6.34,
3985,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/26/2018,71065,Godwin Lighting Depot:Store #303,Halogen Lamp 20 watts Luminous Intensity,Accounts Receivable,24.00,
3986,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/26/2018,71065,Godwin Lighting Depot:Store #303,Specialty Bulbs 100 watt (6 pack),Accounts Receivable,9.50,
3987,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/26/2018,71065,Godwin Lighting Depot:Store #303,Specialty Stage & Studio Bulbs  60 watt,Accounts Receivable,22.50,
3988,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/27/2018,71060,Godwin Lighting Depot:Store #404,Black Finish Solid Brass Clear Glass Hanging 2-60 watt max.,Accounts Receivable,57.57,
3989,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/27/2018,71060,Godwin Lighting Depot:Store #404,Black Finish Solid BrassWall Mount w/Clear Glass (2x60watt max),Accounts Receivable,200.00,
3990,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/27/2018,71060,Godwin Lighting Depot:Store #404,Tapestry (8/60 watt)  Faux Alabaster Glass,Accounts Receivable,150.00,
3991,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/27/2018,71060,Godwin Lighting Depot:Store #404,Athena Collection (100 watt max) Copper Verde Seeded Glass,Accounts Receivable,160.71,
3992,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/27/2018,71060,Godwin Lighting Depot:Store #404,Broadway Collection Polished Chrome 4 Light (60 watt max),Accounts Receivable,126.00,
3993,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/27/2018,71060,Godwin Lighting Depot:Store #404,Halogen Lamp Volts:3.5  Tubular,Accounts Receivable,5.00,
3994,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/27/2018,71060,Godwin Lighting Depot:Store #404,Specialty Bulbs 100 watt (6 pack),Accounts Receivable,9.50,
3995,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/27/2018,71060,Godwin Lighting Depot:Store #404,Specialty Stage & Studio Bulbs  60 watt,Accounts Receivable,17.50,
3996,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/27/2018,71060,Godwin Lighting Depot:Store #404,Fluorescent Lamp T-12 Medium Bipin  (30pack),Accounts Receivable,6.34,
3997,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/27/2018,71060,Godwin Lighting Depot:Store #404,Domes White 59x21x6 5/8 ht 120v HPF,Accounts Receivable,36.00,
3998,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/28/2018,71071,Dan A. North Builders:McCarthy Properties,Flat Glass (25 watt max) Polished Brass 4 light,Accounts Receivable,750.00,
3999,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/28/2018,71071,Dan A. North Builders:McCarthy Properties,Domes White 59x21x6 5/8 ht 120v HPF,Accounts Receivable,1800.00,
4000,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/28/2018,71071,Dan A. North Builders:McCarthy Properties,Flush Mount Polished Brass (2 13 watt)  White acrylic diffuser,Accounts Receivable,400.00,
4001,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/28/2018,71071,Dan A. North Builders:McCarthy Properties,Halogen Lamp Volts:3.5  Tubular,Accounts Receivable,50.00,
4002,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/28/2018,71071,Dan A. North Builders:McCarthy Properties,Fluorescent Lamp T-5 Bipin,Accounts Receivable,30.00,
4003,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/28/2018,71071,Dan A. North Builders:McCarthy Properties,Fluorescent Lamp T-12 Medium Bipin  (30pack),Accounts Receivable,63.43,
4004,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/28/2018,71071,Dan A. North Builders:McCarthy Properties,Drop Opal w/Solid Oak Frame 49 1/2 x 17 120v HPF,Accounts Receivable,640.00,
4005,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/28/2018,71125,Kern Lighting Warehouse:Store #45,Vianne Lanterns Satin Antiqued Solid Brass 3-light wall latern Candelabra base (60 watt max),Accounts Receivable,1396.14,
4006,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,03/28/2018,71125,Kern Lighting Warehouse:Store #45,Cand. Light 20 watts (8 pack),Accounts Receivable,2400.00,
4007,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/10/2018,71057,Miscellaneous - Retail:Mr. Jay Jessen,Chestnut (3/60 watt)  Marble Glass,Accounts Receivable,293.33,
4008,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/10/2018,71057,Miscellaneous - Retail:Mr. Jay Jessen,Domes White 59x21x6 5/8 ht 120v HPF,Accounts Receivable,72.00,
4009,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/10/2018,71057,Miscellaneous - Retail:Mr. Jay Jessen,Drop Opal w/Solid Oak Frame 49 1/2 x 17 120v HPF,Accounts Receivable,40.00,
4010,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/13/2018,71126,Kern Lighting Warehouse:Store #13,Golden Umber (100 watt)  Six Light Chandelier,Accounts Receivable,3400.00,
4011,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/16/2018,71087,Cole Home Builders:Phase 1 - Lot 5,Die Cast Lanterns Black 1-100 watt Medium Base Clear Cracked Glass,Accounts Receivable,231.19,
4012,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/16/2018,71087,Cole Home Builders:Phase 1 - Lot 5,Tapestry (2-60 watt Med) Etched Cracked Glass Finish 10,Accounts Receivable,90.00,
4013,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/16/2018,71087,Cole Home Builders:Phase 1 - Lot 5,Pearl Nickle 5 Light Medium Base (100 watt max),Accounts Receivable,160.00,
4014,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/16/2018,71087,Cole Home Builders:Phase 1 - Lot 5,Sunset Clear Glass 1-100 watt max.,Accounts Receivable,70.00,
4015,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/16/2018,71087,Cole Home Builders:Phase 1 - Lot 5,Black Finish Solid Brass Clear Glass Hanging 2-60 watt max.,Accounts Receivable,57.66,
4016,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/16/2018,71087,Cole Home Builders:Phase 1 - Lot 5,Burnished Brass (60 watt)  w/Golden Umber Accents,Accounts Receivable,75.00,
4017,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/16/2018,71087,Cole Home Builders:Phase 1 - Lot 5,Chestnut (3/60 watt)  Marble Glass,Accounts Receivable,97.78,
4018,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/16/2018,71087,Cole Home Builders:Phase 1 - Lot 5,Pendant Bar Textured White 50lbs max,Accounts Receivable,10.77,
4019,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/16/2018,71087,Cole Home Builders:Phase 1 - Lot 5,Athena Collection (100 watt max) Copper Verde Seeded Glass,Accounts Receivable,32.14,
4020,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/16/2018,71087,Cole Home Builders:Phase 1 - Lot 5,Cand. Light 20 watts (8 pack),Accounts Receivable,24.00,
4021,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/16/2018,71087,Cole Home Builders:Phase 1 - Lot 5,Fluorescent Lamp T-12 Medium Bipin  (30pack),Accounts Receivable,6.34,
4022,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/16/2018,71087,Cole Home Builders:Phase 1 - Lot 5,Fluorescent Lamp T-5 Bipin,Accounts Receivable,6.00,
4023,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/16/2018,71087,Cole Home Builders:Phase 1 - Lot 5,Halogen Lamp Volts:3.5  Tubular,Accounts Receivable,2.50,
4024,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/16/2018,71087,Cole Home Builders:Phase 1 - Lot 5,Specialty Bulbs 100 watt (6 pack),Accounts Receivable,9.50,
4025,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/16/2018,71087,Cole Home Builders:Phase 1 - Lot 5,Specialty Stage & Studio Bulbs  60 watt,Accounts Receivable,20.00,
4026,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/16/2018,71087,Cole Home Builders:Phase 1 - Lot 5,Flat Glass (25 watt max) Polished Brass 4 light,Accounts Receivable,48.49,
4027,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/16/2018,71087,Cole Home Builders:Phase 1 - Lot 5,Beveled Mirror Etched Ribbed Glass (75 watt max),Accounts Receivable,48.99,
4028,Purchases  (Cost of Goods),Total Direct Labor - Other,Bill,04/16/2018,0987,Paulsen's Lighting,In bound shipments,Accounts Payable,100.00,
4029,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/17/2018,71061,Godwin Lighting Depot:Store #202,Black Finish Solid Brass Clear Glass Hanging 2-60 watt max.,Accounts Receivable,57.66,
4030,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/17/2018,71061,Godwin Lighting Depot:Store #202,Black Finish Solid BrassWall Mount w/Clear Glass (2x60watt max),Accounts Receivable,200.00,
4031,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/17/2018,71061,Godwin Lighting Depot:Store #202,Tapestry (8/60 watt)  Faux Alabaster Glass,Accounts Receivable,150.00,
4032,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/17/2018,71061,Godwin Lighting Depot:Store #202,Athena Collection (100 watt max) Copper Verde Seeded Glass,Accounts Receivable,160.71,
4033,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/17/2018,71061,Godwin Lighting Depot:Store #202,Broadway Collection Polished Chrome 4 Light (60 watt max),Accounts Receivable,126.00,
4034,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/17/2018,71061,Godwin Lighting Depot:Store #202,Halogen Lamp Volts:3.5  Tubular,Accounts Receivable,5.00,
4035,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/17/2018,71061,Godwin Lighting Depot:Store #202,Specialty Bulbs 100 watt (6 pack),Accounts Receivable,9.50,
4036,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/17/2018,71061,Godwin Lighting Depot:Store #202,Specialty Stage & Studio Bulbs  60 watt,Accounts Receivable,17.50,
4037,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/17/2018,71061,Godwin Lighting Depot:Store #202,Fluorescent Lamp T-12 Medium Bipin  (30pack),Accounts Receivable,6.34,
4038,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/17/2018,71061,Godwin Lighting Depot:Store #202,Domes White 59x21x6 5/8 ht 120v HPF,Accounts Receivable,38.00,
4039,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/22/2018,71064,Godwin Lighting Depot:Store #404,Vianne Lanterns Satin Antiqued Solid Brass 3-light wall latern Candelabra base (60 watt max),Accounts Receivable,192.57,
4040,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/22/2018,71064,Godwin Lighting Depot:Store #404,Renaissance Collection (100 watt max) Millstone Finish One-light,Accounts Receivable,131.82,
4041,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/22/2018,71064,Godwin Lighting Depot:Store #404,Drop Opal w/Solid Oak Frame 49 1/2 x 17 120v HPF,Accounts Receivable,42.88,
4042,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/22/2018,71064,Godwin Lighting Depot:Store #404,Beveled Mirror Etched Ribbed Glass (75 watt max),Accounts Receivable,73.49,
4043,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/22/2018,71064,Godwin Lighting Depot:Store #404,Chestnut (3/60 watt)  Marble Glass,Accounts Receivable,195.56,
4044,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/22/2018,71064,Godwin Lighting Depot:Store #404,2032 Series (3-60 watt Med) Desert Stone Finish,Accounts Receivable,60.00,
4045,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/22/2018,71064,Godwin Lighting Depot:Store #404,Pearl Nickle 5 Light Medium Base (100 watt max),Accounts Receivable,80.00,
4046,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/22/2018,71064,Godwin Lighting Depot:Store #404,Verona Collection Pendant Cobblestone Etched Alabaster Glass 150 watt max,Accounts Receivable,280.00,
4047,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/22/2018,71064,Godwin Lighting Depot:Store #404,Pendant Bar Cobblestone 50lbs. max,Accounts Receivable,45.48,
4048,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/22/2018,71064,Godwin Lighting Depot:Store #404,Cand. Light 20 watts (8 pack),Accounts Receivable,36.00,
4049,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/22/2018,71064,Godwin Lighting Depot:Store #404,Fluorescent Lamp T-12 Medium Bipin  (30pack),Accounts Receivable,6.34,
4050,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/22/2018,71064,Godwin Lighting Depot:Store #404,Halogen Lamp 20 watts Luminous Intensity,Accounts Receivable,24.00,
4051,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/22/2018,71064,Godwin Lighting Depot:Store #404,Specialty Bulbs 100 watt (6 pack),Accounts Receivable,9.50,
4052,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/22/2018,71064,Godwin Lighting Depot:Store #404,Specialty Stage & Studio Bulbs  60 watt,Accounts Receivable,22.50,
4053,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/25/2018,71058,Miscellaneous - Retail:Mrs. Anne Hemp,River Rock (8/60 watt)  Faux Alabaster Glass,Accounts Receivable,150.00,
4054,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/25/2018,71058,Miscellaneous - Retail:Mrs. Anne Hemp,Tiffany CollectionGolden Baroque 1-light lantern medium base (100 watt max),Accounts Receivable,192.00,
4055,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/25/2018,71058,Miscellaneous - Retail:Mrs. Anne Hemp,Brushed Nickel Pendant 1-100 watt Medium Base Satin Etched Glass,Accounts Receivable,100.00,
4056,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/25/2018,71058,Miscellaneous - Retail:Mrs. Anne Hemp,Pendant Bar Textured White 50lbs max,Accounts Receivable,21.54,
4057,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/25/2018,71058,Miscellaneous - Retail:Mrs. Anne Hemp,Pearl Nickle 5 Light Medium Base (100 watt max),Accounts Receivable,120.00,
4058,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/28/2018,71066,Godwin Lighting Depot:Store #909,Vianne Lanterns Satin Antiqued Solid Brass 3-light wall latern Candelabra base (60 watt max),Accounts Receivable,192.57,
4059,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/28/2018,71066,Godwin Lighting Depot:Store #909,Renaissance Collection (100 watt max) Millstone Finish One-light,Accounts Receivable,131.82,
4060,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/28/2018,71066,Godwin Lighting Depot:Store #909,Drop Opal w/Solid Oak Frame 49 1/2 x 17 120v HPF,Accounts Receivable,42.88,
4061,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/28/2018,71066,Godwin Lighting Depot:Store #909,Beveled Mirror Etched Ribbed Glass (75 watt max),Accounts Receivable,73.49,
4062,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/28/2018,71066,Godwin Lighting Depot:Store #909,Chestnut (3/60 watt)  Marble Glass,Accounts Receivable,195.56,
4063,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/28/2018,71066,Godwin Lighting Depot:Store #909,2032 Series (3-60 watt Med) Desert Stone Finish,Accounts Receivable,60.00,
4064,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/28/2018,71066,Godwin Lighting Depot:Store #909,Pearl Nickle 5 Light Medium Base (100 watt max),Accounts Receivable,80.00,
4065,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/28/2018,71066,Godwin Lighting Depot:Store #909,Verona Collection Pendant Cobblestone Etched Alabaster Glass 150 watt max,Accounts Receivable,280.00,
4066,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/28/2018,71066,Godwin Lighting Depot:Store #909,Pendant Bar Cobblestone 50lbs. max,Accounts Receivable,45.48,
4067,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/28/2018,71066,Godwin Lighting Depot:Store #909,Cand. Light 20 watts (8 pack),Accounts Receivable,36.00,
4068,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/28/2018,71066,Godwin Lighting Depot:Store #909,Fluorescent Lamp T-12 Medium Bipin  (30pack),Accounts Receivable,6.34,
4069,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/28/2018,71066,Godwin Lighting Depot:Store #909,Halogen Lamp 20 watts Luminous Intensity,Accounts Receivable,24.00,
4070,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/28/2018,71066,Godwin Lighting Depot:Store #909,Specialty Bulbs 100 watt (6 pack),Accounts Receivable,9.50,
4071,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/28/2018,71066,Godwin Lighting Depot:Store #909,Specialty Stage & Studio Bulbs  60 watt,Accounts Receivable,22.50,
4072,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/28/2018,71067,Dan A. North Builders:Wagner Suites,Colonial Brushed Steel Finish Opal White Glass (60 watt),Accounts Receivable,1000.00,
4073,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/28/2018,71067,Dan A. North Builders:Wagner Suites,Beveled Mirror Etched Ribbed Glass (75 watt max),Accounts Receivable,1224.85,
4074,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/28/2018,71067,Dan A. North Builders:Wagner Suites,Specialty Stage & Studio Bulbs  60 watt,Accounts Receivable,25.00,
4075,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/28/2018,71067,Dan A. North Builders:Wagner Suites,Specialty Bulbs 100 watt (6 pack),Accounts Receivable,118.75,
4076,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/28/2018,71067,Dan A. North Builders:Wagner Suites,Flush Mount Polished Brass (2 13 watt)  White acrylic diffuser,Accounts Receivable,1602.90,
4077,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,04/28/2018,71067,Dan A. North Builders:Wagner Suites,Fluorescent Lamp T-12 Medium Bipin  (30pack),Accounts Receivable,31.71,
4078,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,05/02/2018,71062,Godwin Lighting Depot:Store #404,Black Finish Solid Brass Clear Glass Hanging 2-60 watt max.,Accounts Receivable,57.66,
4079,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,05/02/2018,71062,Godwin Lighting Depot:Store #404,Black Finish Solid BrassWall Mount w/Clear Glass (2x60watt max),Accounts Receivable,200.00,
4080,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,05/02/2018,71062,Godwin Lighting Depot:Store #404,Tapestry (8/60 watt)  Faux Alabaster Glass,Accounts Receivable,150.00,
4081,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,05/02/2018,71062,Godwin Lighting Depot:Store #404,Athena Collection (100 watt max) Copper Verde Seeded Glass,Accounts Receivable,160.71,
4082,Purchases  (Cost of Goods),Total Direct Labor - Other,Invoice,05/02/2018,71062,Godwin Lighting Depot:Store #404,Broadway Collection Polished Chrome 4 Light (60 watt max),Accounts Receivable,126.00,
